trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.998, 'e': 0.998}",25,0,-91.02276561092305,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
2,False,"{'a': 0.996004, 'e': 0.996004}",20,3,-76.36197784676882,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 1}",1
3,False,"{'a': 0.994011992, 'e': 0.994011992}",20,0,-150.3288254334682,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
4,False,"{'a': 0.992023968016, 'e': 0.992023968016}",35,0,-112.44533190548199,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 2}",0
5,False,"{'a': 0.990039920079968, 'e': 0.990039920079968}",20,0,-95.8593416712802,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
6,False,"{'a': 0.9880598402398081, 'e': 0.9880598402398081}",25,0,-149.93728101038127,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
7,False,"{'a': 0.9860837205593285, 'e': 0.9860837205593285}",30,0,-113.7084294521596,"{0: 16, 1: 4, 2: 9, 3: 1, 4: 0}",0
8,False,"{'a': 0.9841115531182097, 'e': 0.9841115531182097}",30,0,-139.74134227736437,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
9,False,"{'a': 0.9821433300119734, 'e': 0.9821433300119734}",25,0,-69.59535607030651,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
10,False,"{'a': 0.9801790433519494, 'e': 0.9801790433519494}",25,0,-189.26622903795715,"{0: 12, 1: 3, 2: 5, 3: 3, 4: 2}",0
11,False,"{'a': 0.9782186852652455, 'e': 0.9782186852652455}",20,0,-49.57408786131896,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
12,False,"{'a': 0.976262247894715, 'e': 0.976262247894715}",25,0,-59.15648748714143,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
13,False,"{'a': 0.9743097233989256, 'e': 0.9743097233989256}",20,0,-155.20918109094268,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
14,False,"{'a': 0.9723611039521277, 'e': 0.9723611039521277}",20,0,-79.94540224341839,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
15,False,"{'a': 0.9704163817442235, 'e': 0.9704163817442235}",30,0,-161.67009196471886,"{0: 16, 1: 3, 2: 7, 3: 3, 4: 1}",0
16,False,"{'a': 0.9684755489807351, 'e': 0.9684755489807351}",25,0,-53.8159143044015,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
17,False,"{'a': 0.9665385978827735, 'e': 0.9665385978827735}",25,0,-199.57547520458758,"{0: 10, 1: 4, 2: 7, 3: 2, 4: 2}",0
18,False,"{'a': 0.964605520687008, 'e': 0.964605520687008}",25,0,-60.95529671364868,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
19,False,"{'a': 0.962676309645634, 'e': 0.962676309645634}",25,0,-196.12107092742033,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
20,False,"{'a': 0.9607509570263427, 'e': 0.9607509570263427}",25,0,-193.1714552735348,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
21,False,"{'a': 0.95882945511229, 'e': 0.95882945511229}",20,0,-80.7767168649294,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
22,False,"{'a': 0.9569117962020655, 'e': 0.9569117962020655}",25,0,-92.82993710525754,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
23,False,"{'a': 0.9549979726096613, 'e': 0.9549979726096613}",30,0,-85.57224379527061,"{0: 23, 1: 4, 2: 1, 3: 0, 4: 2}",0
24,False,"{'a': 0.953087976664442, 'e': 0.953087976664442}",20,0,-91.2742395625609,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
25,False,"{'a': 0.9511818007111131, 'e': 0.9511818007111131}",25,0,-151.78247959083762,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
26,False,"{'a': 0.9492794371096909, 'e': 0.9492794371096909}",20,0,-85.49991046480763,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
27,False,"{'a': 0.9473808782354715, 'e': 0.9473808782354715}",20,0,-130.95704874680285,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
28,False,"{'a': 0.9454861164790005, 'e': 0.9454861164790005}",25,0,-118.1225947491225,"{0: 14, 1: 6, 2: 3, 3: 0, 4: 2}",0
29,False,"{'a': 0.9435951442460425, 'e': 0.9435951442460425}",25,0,-49.15476175018459,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
30,False,"{'a': 0.9417079539575505, 'e': 0.9417079539575505}",25,0,-67.93577440263293,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
31,False,"{'a': 0.9398245380496354, 'e': 0.9398245380496354}",30,0,-231.30730004127471,"{0: 15, 1: 3, 2: 6, 3: 3, 4: 3}",0
32,False,"{'a': 0.9379448889735361, 'e': 0.9379448889735361}",25,0,-114.97143393469247,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
33,False,"{'a': 0.9360689991955891, 'e': 0.9360689991955891}",25,0,-133.45291150664713,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
34,False,"{'a': 0.9341968611971978, 'e': 0.9341968611971978}",20,0,-108.72961267105666,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
35,False,"{'a': 0.9323284674748035, 'e': 0.9323284674748035}",20,0,-57.33343433549816,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
36,False,"{'a': 0.9304638105398538, 'e': 0.9304638105398538}",25,0,-78.09536423804173,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
37,False,"{'a': 0.9286028829187741, 'e': 0.9286028829187741}",20,0,-79.04819670041988,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
38,False,"{'a': 0.9267456771529365, 'e': 0.9267456771529365}",20,0,-152.86806533117098,"{0: 8, 1: 4, 2: 4, 3: 3, 4: 1}",0
39,False,"{'a': 0.9248921857986306, 'e': 0.9248921857986306}",25,0,-209.75682142513034,"{0: 12, 1: 1, 2: 8, 3: 1, 4: 3}",0
40,False,"{'a': 0.9230424014270334, 'e': 0.9230424014270334}",25,0,-97.09901047501326,"{0: 15, 1: 2, 2: 5, 3: 3, 4: 0}",0
41,False,"{'a': 0.9211963166241793, 'e': 0.9211963166241793}",25,0,-102.70238676308173,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
42,False,"{'a': 0.919353923990931, 'e': 0.919353923990931}",20,0,-81.9214936336059,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
43,False,"{'a': 0.9175152161429492, 'e': 0.9175152161429492}",20,0,-94.50446853110259,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
44,False,"{'a': 0.9156801857106632, 'e': 0.9156801857106632}",25,0,-130.7436755760383,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
45,False,"{'a': 0.9138488253392419, 'e': 0.9138488253392419}",20,0,-69.64678555909988,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
46,False,"{'a': 0.9120211276885635, 'e': 0.9120211276885635}",20,0,-168.81800480195162,"{0: 8, 1: 2, 2: 5, 3: 4, 4: 1}",0
47,False,"{'a': 0.9101970854331863, 'e': 0.9101970854331863}",25,12,-45.37354862827459,"{0: 7, 1: 3, 2: 2, 3: 1, 4: 0}",1
48,False,"{'a': 0.9083766912623199, 'e': 0.9083766912623199}",20,0,-105.8604054288891,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
49,False,"{'a': 0.9065599378797953, 'e': 0.9065599378797953}",30,0,-115.32577123058388,"{0: 16, 1: 6, 2: 7, 3: 0, 4: 1}",0
50,False,"{'a': 0.9047468180040357, 'e': 0.9047468180040357}",20,0,-132.44230861982004,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
51,False,"{'a': 0.9029373243680276, 'e': 0.9029373243680276}",20,0,-41.580986166924596,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
52,False,"{'a': 0.9011314497192916, 'e': 0.9011314497192916}",20,0,-148.94429017424733,"{0: 11, 1: 0, 2: 4, 3: 4, 4: 1}",0
53,False,"{'a': 0.899329186819853, 'e': 0.899329186819853}",20,0,-75.40682842346769,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
54,False,"{'a': 0.8975305284462133, 'e': 0.8975305284462133}",30,0,-174.84426001950524,"{0: 16, 1: 2, 2: 10, 3: 0, 4: 2}",0
55,False,"{'a': 0.8957354673893209, 'e': 0.8957354673893209}",20,0,-67.52852805912583,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
56,False,"{'a': 0.8939439964545421, 'e': 0.8939439964545421}",20,0,-108.42890835760946,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
57,False,"{'a': 0.8921561084616331, 'e': 0.8921561084616331}",20,0,-90.28981716300112,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
58,False,"{'a': 0.8903717962447099, 'e': 0.8903717962447099}",20,3,-5.71024648770906,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
59,False,"{'a': 0.8885910526522204, 'e': 0.8885910526522204}",20,0,-124.52007647166653,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
60,False,"{'a': 0.886813870546916, 'e': 0.886813870546916}",30,0,-102.03022409116299,"{0: 19, 1: 1, 2: 8, 3: 2, 4: 0}",0
61,False,"{'a': 0.8850402428058222, 'e': 0.8850402428058222}",30,4,-46.54640167874496,"{0: 18, 1: 4, 2: 3, 3: 1, 4: 0}",1
62,False,"{'a': 0.8832701623202105, 'e': 0.8832701623202105}",30,0,-104.40007225956333,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",0
63,False,"{'a': 0.8815036219955701, 'e': 0.8815036219955701}",30,0,-77.1404269426784,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
64,False,"{'a': 0.8797406147515789, 'e': 0.8797406147515789}",20,0,-49.6012915929845,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
65,False,"{'a': 0.8779811335220757, 'e': 0.8779811335220757}",25,0,-95.17209299068067,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
66,False,"{'a': 0.8762251712550316, 'e': 0.8762251712550316}",20,0,-79.44674760827643,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
67,False,"{'a': 0.8744727209125216, 'e': 0.8744727209125216}",25,0,-148.90728383860406,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
68,False,"{'a': 0.8727237754706965, 'e': 0.8727237754706965}",20,0,-210.73437557975382,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 5}",0
69,False,"{'a': 0.8709783279197552, 'e': 0.8709783279197552}",20,0,-64.0568142116819,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
70,False,"{'a': 0.8692363712639156, 'e': 0.8692363712639156}",30,0,-140.81690075217847,"{0: 19, 1: 2, 2: 5, 3: 3, 4: 1}",0
71,False,"{'a': 0.8674978985213878, 'e': 0.8674978985213878}",30,0,-207.4034202563028,"{0: 17, 1: 1, 2: 8, 3: 1, 4: 3}",0
72,False,"{'a': 0.865762902724345, 'e': 0.865762902724345}",25,0,-72.25883246899551,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
73,False,"{'a': 0.8640313769188963, 'e': 0.8640313769188963}",30,7,-69.99733332237582,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 0}",1
74,False,"{'a': 0.8623033141650586, 'e': 0.8623033141650586}",25,0,-123.30446735505839,"{0: 15, 1: 4, 2: 2, 3: 3, 4: 1}",0
75,False,"{'a': 0.8605787075367284, 'e': 0.8605787075367284}",20,0,-103.03643607355224,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
76,False,"{'a': 0.8588575501216549, 'e': 0.8588575501216549}",20,0,-35.22182559357029,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
77,False,"{'a': 0.8571398350214117, 'e': 0.8571398350214117}",25,0,-64.93535676032701,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
78,False,"{'a': 0.8554255553513688, 'e': 0.8554255553513688}",20,15,-3.2502150987219847,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.8537147042406661, 'e': 0.8537147042406661}",25,0,-110.9771332573147,"{0: 14, 1: 3, 2: 5, 3: 3, 4: 0}",0
80,False,"{'a': 0.8520072748321847, 'e': 0.8520072748321847}",20,0,-91.69070855841117,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
81,False,"{'a': 0.8503032602825203, 'e': 0.8503032602825203}",20,0,-73.46649172134036,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
82,False,"{'a': 0.8486026537619553, 'e': 0.8486026537619553}",20,0,-149.96623725700317,"{0: 10, 1: 2, 2: 3, 3: 4, 4: 1}",0
83,False,"{'a': 0.8469054484544314, 'e': 0.8469054484544314}",25,7,-63.87906109296088,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 1}",1
84,False,"{'a': 0.8452116375575225, 'e': 0.8452116375575225}",20,0,-90.02146387073532,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
85,False,"{'a': 0.8435212142824074, 'e': 0.8435212142824074}",30,0,-63.87775445707113,"{0: 22, 1: 0, 2: 7, 3: 1, 4: 0}",0
86,False,"{'a': 0.8418341718538427, 'e': 0.8418341718538427}",20,4,-85.95115437905632,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 1}",1
87,False,"{'a': 0.840150503510135, 'e': 0.840150503510135}",20,4,-77.47690924172352,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
88,False,"{'a': 0.8384702025031148, 'e': 0.8384702025031148}",20,0,-174.84769939236782,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
89,False,"{'a': 0.8367932620981084, 'e': 0.8367932620981084}",20,0,-57.0518877563024,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
90,False,"{'a': 0.8351196755739123, 'e': 0.8351196755739123}",30,0,-168.20612625557857,"{0: 21, 1: 4, 2: 0, 3: 1, 4: 4}",0
91,False,"{'a': 0.8334494362227645, 'e': 0.8334494362227645}",20,0,-96.27568724015168,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
92,False,"{'a': 0.8317825373503189, 'e': 0.8317825373503189}",30,0,-172.7128285648147,"{0: 17, 1: 7, 2: 3, 3: 0, 4: 3}",0
93,False,"{'a': 0.8301189722756183, 'e': 0.8301189722756183}",35,0,-102.42242966073533,"{0: 23, 1: 1, 2: 10, 3: 1, 4: 0}",0
94,False,"{'a': 0.828458734331067, 'e': 0.828458734331067}",20,2,-2.9604157109682476,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
95,False,"{'a': 0.8268018168624048, 'e': 0.8268018168624048}",30,0,-190.68729056696398,"{0: 15, 1: 2, 2: 10, 3: 1, 4: 2}",0
96,False,"{'a': 0.82514821322868, 'e': 0.82514821322868}",25,0,-237.6223435835339,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 5}",0
97,False,"{'a': 0.8234979168022227, 'e': 0.8234979168022227}",25,0,-136.00904744293013,"{0: 16, 1: 0, 2: 5, 3: 3, 4: 1}",0
98,False,"{'a': 0.8218509209686182, 'e': 0.8218509209686182}",20,0,-11.570654668669071,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
99,False,"{'a': 0.820207219126681, 'e': 0.820207219126681}",30,0,-150.09029632566677,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
100,False,"{'a': 0.8185668046884277, 'e': 0.8185668046884277}",30,0,-213.35233275180977,"{0: 19, 1: 0, 2: 6, 3: 1, 4: 4}",0
101,False,"{'a': 0.8169296710790508, 'e': 0.8169296710790508}",25,0,-193.25736538141265,"{0: 10, 1: 5, 2: 6, 3: 2, 4: 2}",0
102,False,"{'a': 0.8152958117368927, 'e': 0.8152958117368927}",30,7,-172.95766671146507,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 4}",1
103,False,"{'a': 0.8136652201134189, 'e': 0.8136652201134189}",25,17,-5.879732459115713,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.8120378896731921, 'e': 0.8120378896731921}",25,0,-107.35580720863156,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
105,False,"{'a': 0.8104138138938457, 'e': 0.8104138138938457}",25,0,-93.5942004262322,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 2}",0
106,False,"{'a': 0.808792986266058, 'e': 0.808792986266058}",20,0,-209.2591933339058,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 5}",0
107,False,"{'a': 0.8071754002935259, 'e': 0.8071754002935259}",20,0,-101.97467201380563,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
108,False,"{'a': 0.8055610494929388, 'e': 0.8055610494929388}",20,0,-100.99791110396143,"{0: 12, 1: 1, 2: 3, 3: 4, 4: 0}",0
109,False,"{'a': 0.803949927393953, 'e': 0.803949927393953}",30,0,-171.01787591006521,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
110,False,"{'a': 0.8023420275391651, 'e': 0.8023420275391651}",25,0,-73.52822110840071,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
111,False,"{'a': 0.8007373434840868, 'e': 0.8007373434840868}",20,0,-70.18027664074405,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
112,False,"{'a': 0.7991358687971185, 'e': 0.7991358687971185}",25,0,-115.77725757989239,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
113,False,"{'a': 0.7975375970595243, 'e': 0.7975375970595243}",30,0,-129.21765177346026,"{0: 24, 1: 1, 2: 1, 3: 1, 4: 3}",0
114,False,"{'a': 0.7959425218654053, 'e': 0.7959425218654053}",35,0,-115.03379246141856,"{0: 26, 1: 2, 2: 4, 3: 1, 4: 2}",0
115,False,"{'a': 0.7943506368216744, 'e': 0.7943506368216744}",20,0,-95.52503249574914,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
116,False,"{'a': 0.7927619355480311, 'e': 0.7927619355480311}",25,11,-81.74371302938921,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
117,False,"{'a': 0.7911764116769351, 'e': 0.7911764116769351}",25,9,-32.25287104275138,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
118,False,"{'a': 0.7895940588535811, 'e': 0.7895940588535811}",20,0,-80.36908822427972,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
119,False,"{'a': 0.788014870735874, 'e': 0.788014870735874}",25,3,-60.90987026843877,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 0}",1
120,False,"{'a': 0.7864388409944022, 'e': 0.7864388409944022}",20,0,-69.66422547907985,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
121,False,"{'a': 0.7848659633124134, 'e': 0.7848659633124134}",30,11,-65.60979172414156,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 1}",1
122,False,"{'a': 0.7832962313857886, 'e': 0.7832962313857886}",20,0,-124.23558810857504,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
123,False,"{'a': 0.7817296389230171, 'e': 0.7817296389230171}",25,0,-193.89130994331074,"{0: 13, 1: 2, 2: 4, 3: 4, 4: 2}",0
124,False,"{'a': 0.780166179645171, 'e': 0.780166179645171}",30,0,-117.39548340205808,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
125,False,"{'a': 0.7786058472858807, 'e': 0.7786058472858807}",25,5,-110.21190927732329,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",1
126,False,"{'a': 0.7770486355913089, 'e': 0.7770486355913089}",30,0,-106.93829081868024,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
127,False,"{'a': 0.7754945383201263, 'e': 0.7754945383201263}",20,0,-107.86986351333555,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
128,False,"{'a': 0.7739435492434861, 'e': 0.7739435492434861}",20,0,-143.53783312829873,"{0: 9, 1: 1, 2: 7, 3: 2, 4: 1}",0
129,False,"{'a': 0.772395662144999, 'e': 0.772395662144999}",25,0,-124.83449159488356,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
130,False,"{'a': 0.770850870820709, 'e': 0.770850870820709}",20,0,-117.31185572578526,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
131,False,"{'a': 0.7693091690790677, 'e': 0.7693091690790677}",25,0,-77.26641926986224,"{0: 16, 1: 4, 2: 2, 3: 3, 4: 0}",0
132,False,"{'a': 0.7677705507409095, 'e': 0.7677705507409095}",25,0,-98.04341470204702,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
133,False,"{'a': 0.7662350096394277, 'e': 0.7662350096394277}",20,0,-133.8280492422886,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
134,False,"{'a': 0.7647025396201488, 'e': 0.7647025396201488}",20,0,-77.70919734080724,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
135,False,"{'a': 0.7631731345409085, 'e': 0.7631731345409085}",30,0,-35.80435149579889,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
136,False,"{'a': 0.7616467882718267, 'e': 0.7616467882718267}",30,0,-22.012938663050484,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
137,False,"{'a': 0.7601234946952831, 'e': 0.7601234946952831}",30,0,-65.6052168057696,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
138,False,"{'a': 0.7586032477058925, 'e': 0.7586032477058925}",30,1,-101.57235756107481,"{0: 21, 1: 0, 2: 5, 3: 2, 4: 1}",1
139,False,"{'a': 0.7570860412104807, 'e': 0.7570860412104807}",25,0,-138.14131001064987,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
140,False,"{'a': 0.7555718691280597, 'e': 0.7555718691280597}",25,0,-87.28005508276344,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
141,False,"{'a': 0.7540607253898036, 'e': 0.7540607253898036}",30,3,-98.12623586918842,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 2}",1
142,False,"{'a': 0.752552603939024, 'e': 0.752552603939024}",25,0,-79.4254240016372,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
143,False,"{'a': 0.751047498731146, 'e': 0.751047498731146}",25,0,-63.837901483138644,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
144,False,"{'a': 0.7495454037336836, 'e': 0.7495454037336836}",20,0,-51.30850491682337,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
145,False,"{'a': 0.7480463129262163, 'e': 0.7480463129262163}",25,0,-30.142557066427145,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
146,False,"{'a': 0.7465502203003639, 'e': 0.7465502203003639}",25,5,-187.79003325492,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",1
147,False,"{'a': 0.7450571198597631, 'e': 0.7450571198597631}",20,6,-46.571494170078736,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
148,False,"{'a': 0.7435670056200436, 'e': 0.7435670056200436}",20,2,-8.316198739481655,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
149,False,"{'a': 0.7420798716088035, 'e': 0.7420798716088035}",25,0,-51.549275136055044,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
150,False,"{'a': 0.7405957118655859, 'e': 0.7405957118655859}",25,0,-66.62793125558133,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
151,False,"{'a': 0.7391145204418548, 'e': 0.7391145204418548}",20,1,-23.814454250649323,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
152,False,"{'a': 0.737636291400971, 'e': 0.737636291400971}",25,0,-8.301200149047897,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
153,False,"{'a': 0.7361610188181691, 'e': 0.7361610188181691}",20,14,-0.43540987615657634,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.7346886967805327, 'e': 0.7346886967805327}",20,0,-52.225928942268276,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
155,False,"{'a': 0.7332193193869716, 'e': 0.7332193193869716}",25,0,-124.47849371895757,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
156,False,"{'a': 0.7317528807481977, 'e': 0.7317528807481977}",30,0,-144.12151910123976,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
157,False,"{'a': 0.7302893749867013, 'e': 0.7302893749867013}",20,0,21.134395749724007,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
158,False,"{'a': 0.7288287962367279, 'e': 0.7288287962367279}",20,0,-28.037507219919597,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
159,False,"{'a': 0.7273711386442545, 'e': 0.7273711386442545}",25,0,-48.82485610676092,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
160,False,"{'a': 0.7259163963669659, 'e': 0.7259163963669659}",25,14,-6.335772239477258,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
161,False,"{'a': 0.7244645635742321, 'e': 0.7244645635742321}",20,0,-78.69027667097039,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
162,False,"{'a': 0.7230156344470835, 'e': 0.7230156344470835}",20,0,-106.92317687240073,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
163,False,"{'a': 0.7215696031781894, 'e': 0.7215696031781894}",20,0,-103.75942074943984,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
164,False,"{'a': 0.720126463971833, 'e': 0.720126463971833}",25,0,-77.91741986693057,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
165,False,"{'a': 0.7186862110438893, 'e': 0.7186862110438893}",20,0,-72.81497626545372,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
166,False,"{'a': 0.7172488386218016, 'e': 0.7172488386218016}",30,0,-172.56281486536113,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
167,False,"{'a': 0.715814340944558, 'e': 0.715814340944558}",25,0,-85.18413707802867,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 0}",0
168,False,"{'a': 0.7143827122626688, 'e': 0.7143827122626688}",20,0,-48.56887890022316,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
169,False,"{'a': 0.7129539468381435, 'e': 0.7129539468381435}",20,2,-42.70567089470521,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 0}",1
170,False,"{'a': 0.7115280389444671, 'e': 0.7115280389444671}",25,0,-167.71590445119688,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
171,False,"{'a': 0.7101049828665783, 'e': 0.7101049828665783}",25,20,7.675503816385884,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.7086847729008451, 'e': 0.7086847729008451}",25,0,-87.39307704281045,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
173,False,"{'a': 0.7072674033550435, 'e': 0.7072674033550435}",30,16,-75.65228796834812,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
